"clnt_id","clnt_gender","clnt_age"
"00264",unknown,unknown
"00265",unknown,unknown
"00266",unknown,unknown
"00267",unknown,unknown
"00268",unknown,unknown
"00269",M,"30"
"00270",unknown,unknown
"00271",F,"30"
"00272",unknown,unknown
"00273",unknown,unknown
"00274",unknown,unknown
"00275",F,"30"
"00276",unknown,unknown
"00277",F,"40"
"00278",unknown,unknown
"00279",unknown,unknown
"00280",unknown,unknown
"00281",unknown,unknown
"00282",M,"40"
"00283",unknown,unknown
"00284",unknown,unknown
"00285",F,"30"
"00286",unknown,unknown
"00287",unknown,unknown
"00288",unknown,unknown
"00289",unknown,unknown
"00290",F,"40"
"00291",unknown,unknown
"00292",unknown,unknown
"00293",unknown,unknown
"00294",unknown,unknown
"00295",unknown,unknown
"00296",unknown,unknown
"00297",unknown,unknown
"00298",unknown,unknown
"00299",unknown,unknown
"00300",unknown,unknown
"00301",unknown,unknown
"00302",unknown,unknown
"00303",unknown,unknown
"00304",unknown,unknown
"00305",unknown,unknown
"00306",unknown,unknown
"00307",unknown,unknown
"00308",unknown,unknown
"00309",unknown,unknown
"00310",unknown,unknown
"00311",unknown,unknown
"00312",unknown,unknown
"00313",unknown,unknown
"00314",unknown,unknown
"00315",unknown,unknown
"00316",unknown,unknown
"00317",F,"30"
"00318",unknown,unknown
"00319",unknown,unknown
"00320",unknown,unknown
"00321",F,"10"
"00322",unknown,unknown
"00323",unknown,unknown
"00324",unknown,unknown
"00325",unknown,unknown
"00326",unknown,unknown
"00327",unknown,unknown
"00328",unknown,unknown
"00329",unknown,unknown
"00330",unknown,unknown
"00331",unknown,unknown
"00332",unknown,unknown
"00333",F,"40"
"00334",unknown,unknown
"00335",unknown,unknown
"00336",M,"50"
"00337",unknown,unknown
"00338",unknown,unknown
"00339",unknown,unknown
"00340",unknown,unknown
"00341",unknown,unknown
"00342",unknown,unknown
"00343",F,"40"
"00344",unknown,unknown
"00345",unknown,unknown
"00346",unknown,unknown
"00347",unknown,unknown
"00348",unknown,unknown
"00349",unknown,unknown
"00350",unknown,unknown
"00351",unknown,unknown
"00352",unknown,unknown
"00353",M,"40"
"00354",unknown,unknown
"00355",unknown,unknown
"00356",unknown,unknown
"00357",unknown,unknown
"00358",unknown,unknown
"00359",unknown,unknown
"00360",unknown,unknown
"00361",unknown,unknown
"00362",unknown,unknown
"00363",unknown,unknown
"00364",unknown,unknown
"00365",unknown,unknown
"00366",unknown,unknown
"00367",unknown,unknown
"00368",unknown,unknown
"00369",unknown,unknown
"00370",unknown,unknown
"00371",unknown,unknown
"00372",unknown,unknown
"00373",unknown,unknown
"00374",unknown,unknown
"00375",unknown,unknown
"00376",F,"40"
"00377",F,"40"
"00378",unknown,unknown
"00379",unknown,unknown
"00380",unknown,unknown
"00381",unknown,unknown
"00382",unknown,unknown
"00383",unknown,unknown
"00384",unknown,unknown
"00385",F,"30"
"00386",unknown,unknown
"00387",unknown,unknown
"00388",unknown,unknown
"00389",unknown,unknown
"00390",unknown,unknown
"00391",unknown,unknown
"00392",unknown,unknown
"00393",unknown,unknown
"00394",unknown,unknown
"00395",M,"30"
"00396",unknown,unknown
"00397",unknown,unknown
"00398",unknown,unknown
"00399",unknown,unknown
"00400",unknown,unknown
"00401",unknown,unknown
"00402",unknown,unknown
"00403",unknown,unknown
"00404",unknown,unknown
"00405",unknown,unknown
"00406",unknown,unknown
"00407",unknown,unknown
"00408",unknown,unknown
"00409",unknown,unknown
"00410",unknown,unknown
"00411",unknown,unknown
"00412",unknown,unknown
"00413",unknown,unknown
"00414",unknown,unknown
"00415",unknown,unknown
"00416",M,"40"
"00417",unknown,unknown
"00418",unknown,unknown
"00419",unknown,unknown
"00420",F,"40"
"00421",unknown,unknown
"00422",F,"50"
"00423",unknown,unknown
"00424",unknown,unknown
"00425",unknown,unknown
"00426",unknown,unknown
"00427",unknown,unknown
"00428",unknown,unknown
"00429",unknown,unknown
"00430",unknown,unknown
"00431",unknown,unknown
"00432",unknown,unknown
"00433",unknown,unknown
"00434",F,"50"
"00435",unknown,unknown
"00436",unknown,unknown
"00437",unknown,unknown
"00438",unknown,unknown
"00439",unknown,unknown
"00440",unknown,unknown
"00441",unknown,unknown
"00442",unknown,unknown
"00443",unknown,unknown
"00444",unknown,unknown
"00445",unknown,unknown
"00446",unknown,unknown
"00447",unknown,unknown
"00448",unknown,unknown
"00449",unknown,unknown
"00450",unknown,unknown
"00451",unknown,unknown
"00452",unknown,unknown
"00453",unknown,unknown
"00454",unknown,unknown
"00455",unknown,unknown
"00456",M,"30"
"00457",unknown,unknown
"00458",F,"20"
"00459",F,"40"
"00460",unknown,unknown
"00461",F,"50"
"00462",F,"30"
"00464",M,"30"
"00465",unknown,unknown
"00466",unknown,unknown
"00467",unknown,unknown
"00468",unknown,unknown
"00469",unknown,unknown
"00470",unknown,unknown
"00471",unknown,unknown
"00472",unknown,unknown
"00473",unknown,unknown
"00474",unknown,unknown
"00475",F,"50"
"00476",unknown,unknown
"00477",unknown,unknown
"00478",unknown,unknown
"00479",unknown,unknown
"00480",unknown,unknown
"00481",unknown,unknown
"00482",unknown,unknown
"00483",unknown,unknown
"00484",unknown,unknown
"00485",unknown,unknown
"00486",unknown,unknown
"00487",F,"20"
"00488",unknown,unknown
"00489",unknown,unknown
"00490",unknown,unknown
"00491",unknown,unknown
"00492",unknown,unknown
"00493",F,"40"
"00494",unknown,unknown
"00495",unknown,unknown
"00496",unknown,unknown
"00497",unknown,unknown
"00498",unknown,unknown
"00499",unknown,unknown
"00500",unknown,unknown
"00501",unknown,unknown
"00502",unknown,unknown
"00503",unknown,unknown
"00504",unknown,unknown
"00505",unknown,unknown
"00506",unknown,unknown
"00507",F,"30"
"00508",unknown,unknown
"00509",unknown,unknown
"00510",unknown,unknown
"00511",unknown,unknown
"00512",unknown,unknown
"00513",unknown,unknown
"00514",unknown,unknown
"00515",unknown,unknown
"00516",unknown,unknown
"00517",unknown,unknown
"00518",unknown,unknown
"00519",unknown,unknown
"00520",unknown,unknown
"00521",M,"30"
"00522",unknown,unknown
"00523",unknown,unknown
"00524",unknown,unknown
"00525",unknown,unknown
"00526",unknown,unknown
"00527",unknown,unknown
"00528",unknown,unknown
"00529",unknown,unknown
"00530",unknown,unknown
"00531",unknown,unknown
"00532",unknown,unknown
"00533",unknown,unknown
"00534",unknown,unknown
"00535",unknown,unknown
"00536",M,"40"
"00537",unknown,unknown
"00538",F,"40"
"00539",unknown,unknown
"00540",unknown,unknown
"00541",unknown,unknown
"00542",unknown,unknown
"00543",unknown,unknown
"00544",unknown,unknown
"00545",unknown,unknown
"00546",unknown,unknown
"00547",unknown,unknown
"00548",F,"40"
"00549",unknown,unknown
"00550",unknown,unknown
"00551",M,"30"
"00552",unknown,unknown
"00553",unknown,unknown
"00554",unknown,unknown
"00555",unknown,unknown
"00556",unknown,unknown
"00557",unknown,unknown
"00558",unknown,unknown
"00559",unknown,unknown
"00560",unknown,unknown
"00561",unknown,unknown
"00562",unknown,unknown
"00563",unknown,unknown
"00564",unknown,unknown
"00565",unknown,unknown
"00566",unknown,unknown
"00567",unknown,unknown
"00568",unknown,unknown
"00569",unknown,unknown
"00570",unknown,unknown
"00571",unknown,unknown
"00572",unknown,unknown
"00573",unknown,unknown
"00574",M,"40"
"00575",unknown,unknown
"00576",unknown,unknown
"00577",F,"30"
"00578",unknown,unknown
"00579",unknown,unknown
"00580",unknown,unknown
"00581",unknown,unknown
"00582",unknown,unknown
"00583",F,"20"
"00584",unknown,unknown
"00585",M,"40"
"00586",unknown,unknown
"00587",unknown,unknown
"00588",F,"50"
"00589",F,"30"
"00590",unknown,unknown
"00591",unknown,unknown
"00592",F,"30"
"00593",unknown,unknown
"00594",unknown,unknown
"00595",unknown,unknown
"00596",unknown,unknown
"00597",unknown,unknown
"00598",unknown,unknown
"00599",unknown,unknown
"00600",unknown,unknown
"00601",unknown,unknown
"00602",unknown,unknown
"00603",unknown,unknown
"00604",unknown,unknown
"00605",unknown,unknown
"00606",unknown,unknown
"00607",unknown,unknown
"00608",M,"50"
"00609",unknown,unknown
"00610",unknown,unknown
"00611",unknown,unknown
"00612",unknown,unknown
"00613",unknown,unknown
"00614",unknown,unknown
"00615",F,"30"
"00616",unknown,unknown
"00617",unknown,unknown
"00618",unknown,unknown
"00619",unknown,unknown
"00620",unknown,unknown
"00621",unknown,unknown
"00622",unknown,unknown
"00623",unknown,unknown
"00624",F,"40"
"00625",F,"30"
"00626",unknown,unknown
"00627",F,"30"
"00628",unknown,unknown
"00629",unknown,unknown
"00630",F,"10"
"00631",unknown,unknown
"00632",unknown,unknown
"00633",F,"30"
"00634",F,"20"
"00635",F,"40"
"00636",unknown,unknown
"00637",F,"30"
"00638",unknown,unknown
"00639",unknown,unknown
"00640",unknown,unknown
"00641",unknown,unknown
"00642",F,"50"
"00643",unknown,unknown
"00644",unknown,unknown
"00645",unknown,unknown
"00646",unknown,unknown
"00647",unknown,unknown
"00648",unknown,unknown
"00649",unknown,unknown
"00650",F,"30"
"00651",unknown,unknown
"00652",unknown,unknown
"00653",unknown,unknown
"00654",unknown,unknown
"00655",unknown,unknown
"00656",unknown,unknown
"00657",unknown,unknown
"00658",unknown,unknown
"00659",unknown,unknown
"00660",unknown,unknown
"00661",unknown,unknown
"00662",unknown,unknown
"00663",unknown,unknown
"00664",unknown,unknown
"00665",F,"60"
"00666",unknown,unknown
"00667",unknown,unknown
"00668",unknown,unknown
"00669",unknown,unknown
"00670",unknown,unknown
"00671",unknown,unknown
"00672",unknown,unknown
"00673",unknown,unknown
"00674",unknown,unknown
"00675",unknown,unknown
"00676",unknown,unknown
"00677",unknown,unknown
"00678",unknown,unknown
"00679",unknown,unknown
"00680",unknown,unknown
"00681",unknown,unknown
"00682",unknown,unknown
"00683",unknown,unknown
"00684",unknown,unknown
"00685",unknown,unknown
"00686",F,"30"
"00687",unknown,unknown
"00688",unknown,unknown
"00689",unknown,unknown
"00690",F,"40"
"00691",unknown,unknown
"00692",unknown,unknown
"00693",unknown,unknown
"00694",unknown,unknown
"00695",F,"30"
"00696",F,"50"
"00697",unknown,unknown
"00698",unknown,unknown
"00699",unknown,unknown
"00700",unknown,unknown
"00701",unknown,unknown
"00702",unknown,unknown
"00703",unknown,unknown
"00704",unknown,unknown
"00705",unknown,unknown
"00706",F,"30"
"00707",unknown,unknown
"00708",unknown,unknown
"00709",unknown,unknown
"00710",unknown,unknown
"00711",unknown,unknown
"00712",F,"40"
"00713",unknown,unknown
"00714",M,"40"
"00715",unknown,unknown
"00716",unknown,unknown
"00717",unknown,unknown
"00718",unknown,unknown
"00719",unknown,unknown
"00720",unknown,unknown
"00721",unknown,unknown
"00722",unknown,unknown
"00723",unknown,unknown
"00724",unknown,unknown
"00725",unknown,unknown
"00726",unknown,unknown
"00727",unknown,unknown
"00728",unknown,unknown
"00729",unknown,unknown
"00730",unknown,unknown
"00731",unknown,unknown
"00732",unknown,unknown
"00733",unknown,unknown
"00734",unknown,unknown
"00735",unknown,unknown
"00736",unknown,unknown
"00737",unknown,unknown
"00738",unknown,unknown
"00739",unknown,unknown
"00740",unknown,unknown
"00741",unknown,unknown
"00742",unknown,unknown
"00743",unknown,unknown
"00744",unknown,unknown
"00745",unknown,unknown
"00746",unknown,unknown
"00747",F,"50"
"00748",unknown,unknown
"00749",unknown,unknown
"00750",unknown,unknown
"00751",unknown,unknown
"00752",unknown,unknown
"00753",F,"30"
"00754",unknown,unknown
"00755",unknown,unknown
"00756",unknown,unknown
"00757",unknown,unknown
"00758",unknown,unknown
"00759",unknown,unknown
"00760",unknown,unknown
"00761",unknown,unknown
"00762",unknown,unknown
"00763",unknown,unknown
"00764",unknown,unknown
"00765",unknown,unknown
"00766",unknown,unknown
"00767",F,"30"
"00768",unknown,unknown
"00769",unknown,unknown
"00770",unknown,unknown
"00771",unknown,unknown
"00772",unknown,unknown
"00773",unknown,unknown
"00774",unknown,unknown
"00775",unknown,unknown
"00776",unknown,unknown
"00777",unknown,unknown
"00778",unknown,unknown
"00779",unknown,unknown
"00780",unknown,unknown
"00781",unknown,unknown
"00782",unknown,unknown
"00783",unknown,unknown
"00784",unknown,unknown
"00785",unknown,unknown
"00786",unknown,unknown
"00787",unknown,unknown
"00788",M,"20"
"00789",unknown,unknown
"00790",unknown,unknown
"00791",unknown,unknown
"00792",unknown,unknown
"00793",unknown,unknown
"00794",unknown,unknown
"00795",unknown,unknown
"00796",F,"40"
"00797",unknown,unknown
"00798",unknown,unknown
"00799",unknown,unknown
"00800",unknown,unknown
"00801",unknown,unknown
"00802",unknown,unknown
"00803",unknown,unknown
"00804",unknown,unknown
"00805",M,"40"
"00806",unknown,unknown
"00807",M,"20"
"00808",unknown,unknown
"00809",unknown,unknown
"00810",unknown,unknown
"00811",F,"30"
"00812",M,"20"
"00813",unknown,unknown
"00814",unknown,unknown
"00815",unknown,unknown
"00816",unknown,unknown
"00817",F,"40"
"00818",unknown,unknown
"00819",unknown,unknown
"00820",unknown,unknown
"00821",F,"40"
"00822",unknown,unknown
"00823",unknown,unknown
"00824",unknown,unknown
"00825",unknown,unknown
"00826",unknown,unknown
"00827",unknown,unknown
"00828",F,"30"
"00829",unknown,unknown
"00830",unknown,unknown
"00831",unknown,unknown
"00832",unknown,unknown
"00833",unknown,unknown
"00834",F,"20"
"00835",F,"30"
"00836",unknown,unknown
"00837",unknown,unknown
"00838",unknown,unknown
"00839",unknown,unknown
"00840",unknown,unknown
"00841",unknown,unknown
"00842",unknown,unknown
"00843",unknown,unknown
"00844",unknown,unknown
"00845",unknown,unknown
"00846",unknown,unknown
"00847",M,"30"
"00848",unknown,unknown
"00849",unknown,unknown
"00850",unknown,unknown
"00851",F,"20"
"00852",unknown,unknown
"00853",F,"40"
"00854",unknown,unknown
"00855",unknown,unknown
"00856",unknown,unknown
"00857",unknown,unknown
"00858",unknown,unknown
"00859",unknown,unknown
"00860",F,"30"
"00861",unknown,unknown
"00862",unknown,unknown
"00863",unknown,unknown
"00864",unknown,unknown
"00865",unknown,unknown
"00866",unknown,unknown
"00867",unknown,unknown
"00868",unknown,unknown
"00869",F,"40"
"00870",F,"30"
"00871",unknown,unknown
"00872",unknown,unknown
"00873",unknown,unknown
"00874",unknown,unknown
"00875",unknown,unknown
"00876",unknown,unknown
"00877",unknown,unknown
"00878",unknown,unknown
"00879",F,"30"
"00880",F,"40"
"00881",unknown,unknown
"00882",unknown,unknown
"00883",unknown,unknown
"00884",unknown,unknown
"00885",unknown,unknown
"00886",unknown,unknown
"00887",F,"30"
"00888",unknown,unknown
"00889",unknown,unknown
"00890",unknown,unknown
"00891",unknown,unknown
"00892",unknown,unknown
"00893",unknown,unknown
"00894",unknown,unknown
"00895",unknown,unknown
"00896",unknown,unknown
"00897",unknown,unknown
"00898",unknown,unknown
"00899",unknown,unknown
"00900",unknown,unknown
"00901",unknown,unknown
"00902",unknown,unknown
"00903",unknown,unknown
"00904",unknown,unknown
"00905",unknown,unknown
"00906",unknown,unknown
"00907",unknown,unknown
"00908",F,"40"
"00909",F,"40"
"00910",unknown,unknown
"00911",unknown,unknown
"00912",unknown,unknown
"00913",unknown,unknown
"00914",unknown,unknown
"00915",unknown,unknown
"00916",unknown,unknown
"00917",unknown,unknown
"00918",unknown,unknown
"00919",unknown,unknown
"00920",unknown,unknown
"00921",unknown,unknown
"00922",unknown,unknown
"00923",unknown,unknown
"00924",F,"60"
"00925",unknown,unknown
"00926",unknown,unknown
"00927",F,"40"
"00928",unknown,unknown
"00929",unknown,unknown
"00930",unknown,unknown
"00931",unknown,unknown
"00932",unknown,unknown
"00933",unknown,unknown
"00934",unknown,unknown
"00935",unknown,unknown
"00936",unknown,unknown
"00937",unknown,unknown
"00938",unknown,unknown
"00939",unknown,unknown
"00940",unknown,unknown
"00941",unknown,unknown
"00942",unknown,unknown
"00943",unknown,unknown
"00944",unknown,unknown
"00945",unknown,unknown
"00946",F,"30"
"00947",unknown,unknown
"00948",M,"30"
"00949",unknown,unknown
"00950",unknown,unknown
"00951",unknown,unknown
"00952",unknown,unknown
"00953",unknown,unknown
"00954",unknown,unknown
"00955",M,"30"
"00956",unknown,unknown
"00957",unknown,unknown
"00958",F,"40"
"00959",F,"30"
"00960",unknown,unknown
"00961",unknown,unknown
"00962",unknown,unknown
"00963",unknown,unknown
"00964",unknown,unknown
"00965",unknown,unknown
"00966",unknown,unknown
"00967",unknown,unknown
"00968",unknown,unknown
"00969",F,"50"
"00970",unknown,unknown
"00971",unknown,unknown
"00972",unknown,unknown
"00973",unknown,unknown
"00974",unknown,unknown
"00975",unknown,unknown
"00976",unknown,unknown
"00977",unknown,unknown
"00978",unknown,unknown
"00979",unknown,unknown
"00980",unknown,unknown
"00981",unknown,unknown
"00982",F,"50"
"00983",F,"30"
"00984",unknown,unknown
"00985",M,"50"
"00986",F,"40"
"00987",unknown,unknown
"00988",unknown,unknown
"00989",unknown,unknown
"00990",unknown,unknown
"00991",M,"20"
"00992",unknown,unknown
"00993",unknown,unknown
"00994",unknown,unknown
"00995",unknown,unknown
"00996",unknown,unknown
"00997",unknown,unknown
"00998",unknown,unknown
"00999",unknown,unknown
"01000",unknown,unknown
"01001",unknown,unknown
"01002",unknown,unknown
"01003",unknown,unknown
"01004",unknown,unknown
"01005",unknown,unknown
"01006",unknown,unknown
"01007",unknown,unknown
"01008",unknown,unknown
"01009",unknown,unknown
"01010",M,"30"
"01011",unknown,unknown
"01012",unknown,unknown
"01013",unknown,unknown
"01014",F,"40"
"01015",unknown,unknown
"01016",unknown,unknown
"01017",unknown,unknown
"01018",unknown,unknown
"01019",F,"20"
"01020",unknown,unknown
"01021",unknown,unknown
"01022",unknown,unknown
"01023",unknown,unknown
"01024",unknown,unknown
"01025",unknown,unknown
"01026",unknown,unknown
"01027",F,"30"
"01028",unknown,unknown
"01029",F,"20"
"01030",unknown,unknown
"01031",F,"40"
"01032",unknown,unknown
"01033",F,"30"
"01034",unknown,unknown
"01035",unknown,unknown
"01036",unknown,unknown
"01037",unknown,unknown
"01038",unknown,unknown
"01039",unknown,unknown
"01040",unknown,unknown
"01041",F,"30"
"01042",unknown,unknown
"01043",unknown,unknown
"01044",F,"30"
"01045",unknown,unknown
"01046",unknown,unknown
"01047",unknown,unknown
"01048",unknown,unknown
"01049",unknown,unknown
"01050",unknown,unknown
"01051",unknown,unknown
"01052",unknown,unknown
"01053",unknown,unknown
"01054",unknown,unknown
"01055",unknown,unknown
"01056",unknown,unknown
"01057",F,"50"
"01058",unknown,unknown
"01059",unknown,unknown
"01060",unknown,unknown
"01061",F,"40"
"01062",unknown,unknown
"01063",unknown,unknown
"01064",unknown,unknown
"01065",unknown,unknown
"01066",unknown,unknown
"01067",unknown,unknown
"01068",unknown,unknown
"01069",unknown,unknown
"01070",unknown,unknown
"01071",unknown,unknown
"01072",unknown,unknown
"01073",F,"40"
"01074",unknown,unknown
"01075",unknown,unknown
"01076",F,"40"
"01077",unknown,unknown
"01078",unknown,unknown
"01079",unknown,unknown
"01080",unknown,unknown
"01081",unknown,unknown
"01082",F,"40"
"01083",unknown,unknown
"01084",unknown,unknown
"01085",unknown,unknown
"01086",M,"30"
"01087",unknown,unknown
"01088",unknown,unknown
"01089",unknown,unknown
"01090",unknown,unknown
"01091",unknown,unknown
"01092",unknown,unknown
"01093",unknown,unknown
"01094",unknown,unknown
"01095",unknown,unknown
"01096",unknown,unknown
"01097",unknown,unknown
"01098",unknown,unknown
"01099",unknown,unknown
"01100",unknown,unknown
"01101",unknown,unknown
"01102",unknown,unknown
"01103",unknown,unknown
"01104",unknown,unknown
"01105",unknown,unknown
"01106",F,"40"
"01107",unknown,unknown
"01108",unknown,unknown
"01109",unknown,unknown
"01110",unknown,unknown
"01111",M,"30"
"01112",F,"40"
"01113",unknown,unknown
"01114",unknown,unknown
"01115",unknown,unknown
"01116",unknown,unknown
"01117",unknown,unknown
"01118",unknown,unknown
"01119",F,"50"
"01120",unknown,unknown
"01121",unknown,unknown
"01122",unknown,unknown
"01123",unknown,unknown
"01124",unknown,unknown
"01125",unknown,unknown
"01126",unknown,unknown
"01127",F,"40"
"01128",F,"20"
"01129",unknown,unknown
"01130",F,"40"
"01131",unknown,unknown
"01132",unknown,unknown
"01133",unknown,unknown
"01134",unknown,unknown
"01135",unknown,unknown
"01136",unknown,unknown
"01137",unknown,unknown
"01138",unknown,unknown
"01139",unknown,unknown
"01140",M,"40"
"01141",unknown,unknown
"01142",unknown,unknown
"01143",unknown,unknown
"01144",unknown,unknown
"01145",unknown,unknown
"01146",unknown,unknown
"01147",F,"30"
"01148",unknown,unknown
"01149",F,"30"
"01150",unknown,unknown
"01151",unknown,unknown
"01152",unknown,unknown
"01153",unknown,unknown
"01154",unknown,unknown
"01155",unknown,unknown
"01156",M,"60"
"01157",unknown,unknown
"01158",unknown,unknown
"01159",unknown,unknown
"01160",F,"40"
"01161",unknown,unknown
"01162",unknown,unknown
"01163",unknown,unknown
"01164",unknown,unknown
"01165",unknown,unknown
"01166",M,"50"
"01167",unknown,unknown
"01168",unknown,unknown
"01169",unknown,unknown
"01170",F,"50"
"01171",F,"40"
"01172",F,"40"
"01173",M,"40"
"01174",unknown,unknown
"01175",unknown,unknown
"01176",F,"30"
"01177",unknown,unknown
"01178",unknown,unknown
"01179",unknown,unknown
"01180",unknown,unknown
"01181",M,"30"
"01182",unknown,unknown
"01183",unknown,unknown
"01184",unknown,unknown
"01185",unknown,unknown
"01186",F,"20"
"01187",unknown,unknown
"01188",unknown,unknown
"01189",F,"40"
"01190",unknown,unknown
"01191",unknown,unknown
"01192",unknown,unknown
"01193",unknown,unknown
"01194",unknown,unknown
"01195",unknown,unknown
"01196",unknown,unknown
