id,is_iceberg
b130a0b7,0.8765571
ebf1de82,0.3405957
01e651c3,0.9935476
51b1fecc,0.98995066
fa635a31,0.9890671
97b7d789,0.9996191
2f598053,0.93663174
c0e3e148,0.16665761
cfa175a8,0.08525871
3d7e09d8,0.7797847
44a13d1b,0.90773994
c66b0948,0.7678187
976a6d64,0.17706054
8bbd8909,0.59996283
522890fd,0.9043991
f23a3b95,0.46077874
680039dc,0.88787574
93028e53,0.052848764
22a16932,0.79105127
7d8126d2,0.021423003
ba2ecd75,1.1073295e-08
8071bdd7,0.440759
96d5aeee,6.405047e-05
154be68f,0.7520131
d8c2bfe2,0.83280283
f76d47b0,0.84983385
0e781ade,0.99999666
13cf6060,2.3342653e-17
cd99f710,0.9530068
d10005bb,0.006056543
3a31445f,0.9187257
3157202d,0.008101118
6ee64703,0.5244494
e5de8685,0.20225124
02cc70ba,0.0056187096
50984a87,0.50408965
fa94957a,0.86080927
eab406b4,0.74355453
3ad39398,0.7765229
9ecf3802,0.8556607
6048ae7b,3.472044e-11
9dc68871,0.02864825
13701465,0.24529514
8d8779f3,1.6136543e-13
0712f269,0.7920734
722c2597,9.480743e-06
478a2b08,0.6990614
38f5fb41,0.40122098
c52ad74d,0.984815
0c85fd09,1.918354e-09
f1582cba,0.7870037
ff836697,0.88498396
ddfe4802,0.2457059
3cef3bc7,0.92895275
6a21542b,0.45445132
150e23c4,0.9525523
078c6d99,0.8815328
1dcd1dc3,0.07385406
39967e45,0.5879121
6b6333aa,1.0
4ae61433,0.464638
f96362e0,0.56905794
97a88aac,0.96635455
427ae8ce,0.118248
209d4b15,0.091506064
64b453bd,1.2035617e-12
0f5a484e,0.9039151
5ac74969,0.60162973
736ed43e,0.7946799
8533795f,0.4799826
f5b54fb6,0.6835976
6eb4c041,0.6636693
97afdf42,0.754566
1bb488db,0.9944917
f132e44d,8.9926136e-05
d3c2f140,0.94064486
1756794d,0.68089116
9efcc11f,1.1566727e-08
14c966cf,0.829864
59cfe4d1,0.85740703
883151f4,0.99688053
34c4c9ff,0.95669585
70b4c2eb,0.6477771
96a337d9,0.7025248
7fe89ffa,0.63501763
057c7a22,1.1452851e-09
451cc057,0.99977523
05076700,3.7965464e-10
dc52f6c1,0.9237042
b03a59f9,0.99473697
129ed4b0,0.72484356
fb611563,0.9121669
ac32e6f1,0.79174083
c05c5ab0,0.76444983
3163d5ed,0.022959491
02096ca4,0.99606496
e92496c0,3.932903e-06
1a9e2c50,0.9220434
0864e334,0.7979232
d976faeb,0.7675001
1d7b342f,3.475101e-05
281bc1ea,3.0160965e-08
bea9f0cf,0.67801446
f4afa0e6,4.0217534e-11
e1b5ef69,0.31080663
b50539fd,0.9858111
2a8c9c15,0.7050197
157ebb0c,0.87190396
247d3614,0.050486505
0c6cc0cb,0.8604996
aae88d39,0.9999131
0c77b464,0.2921126
963cf5ea,0.8981839
1b371d8b,0.72829455
225bc00f,1.389564e-13
bc0a4eec,0.01924425
1099782e,0.43383697
a18feadd,0.8024294
ad7f4932,0.06942424
5f8f831e,0.7042074
b5167c35,0.0022501915
0230b06d,0.63108295
f8d7f7ba,0.00019853334
08bd1053,0.0033014037
58e4dc8c,0.99998546
4793ce8e,0.2917214
304caab4,3.6892718e-08
f2ee6d7f,0.35312247
e1f9c0e4,0.9933918
8e40401c,0.37647742
5d9eaba2,0.7618928
55e7562c,0.24913889
9da6cb4b,1.538689e-12
c3c1c8ec,3.1144425e-17
3b38698e,0.032105137
6c9eb909,0.33696124
482a3d1d,0.29574937
0e9918f0,0.6484438
ef894fd2,0.17499787
4b82e7f7,0.9167655
b9cdd7fb,1.8285126e-10
94a496f4,0.12965417
995eacae,0.7589407
41b02e58,0.94388247
69f04617,0.8986823
c889a03c,0.95105386
91f98acf,0.96335787
9135c19f,0.9869287
1f0e9c09,9.131676e-09
260d6e8e,0.99993086
46334397,0.000107045664
f34ddf31,0.039208278
4d6177d7,0.6355929
76a57270,0.64025515
217b8cea,0.039665304
9a45a566,0.99988604
1b55c75e,1.0941136e-08
7bd92ec6,0.9562301
6c409f41,0.6808334
df3e48eb,0.004561097
62723e57,2.1689787e-10
b8e627bf,0.9998161
86bb5d85,0.1736976
77e5034c,0.44740838
607079e5,0.7598732
96879fb4,0.9998859
6afe606d,0.75747305
4129802f,0.8554244
a42300ef,0.6901625
1af842f5,0.92457765
3fe57d78,0.9413594
f4e60ed5,0.83628887
68c8337b,0.56915385
914ed5b5,0.12713692
a6bb5987,0.5992013
c781c439,0.5792957
47a1a25e,0.078443944
80ea0713,0.87024355
a9d001bc,0.02145519
f94d098a,0.026196884
3e230e0e,0.15487365
24afa485,0.99854386
bc37db7f,0.91511446
83f99e4d,1.5012454e-06
1a8d86f7,0.048346642
38136419,0.7104954
d393e637,0.7893419
36902570,0.9062369
327f7b25,0.9047361
3f8543c6,0.9992174
a0d42a70,0.73613095
e07ba430,0.70224696
c6e53803,0.38986868
fec4dad8,0.33997664
933fc5ba,0.7376882
c27eda4e,0.8428456
9b94d2c2,0.007970636
a2dbdb31,0.98376596
816258dd,0.49344102
81f11218,0.9968637
c4bd9d04,0.9147937
c6ce9bf9,0.013753738
a7b3cc29,0.9995067
527870bf,0.6888159
9af26068,0.9798356
0b591e70,0.9188633
2b1e57c5,0.18731286
194db786,0.78315914
e09ba644,0.98137534
fa2ed3e5,0.9555931
1ba92726,0.36628693
8c8f45b4,3.569063e-14
f8889f44,0.9973133
598e255b,0.029194877
45f1aa7a,0.5477462
022956a3,3.414904e-07
d406064d,0.7446136
76617947,3.3017396e-13
d0e5dccb,0.82438236
33271da6,0.59427977
0840e2b1,0.62096024
521a9f4d,0.7609273
7286b1dc,0.73156065
5b6acc2d,0.9307425
e034cd34,2.153632e-13
46577660,0.045973606
bb4d6f24,0.79907024
bfc7a3f2,0.6912016
abc66be8,0.21919838
3627189f,0.92007077
e49a77f6,0.0049421317
a209d7ee,0.7676048
dee69cf6,0.7185545
9a6261a0,0.84819293
a8e444c6,1.2525925e-16
a6a66a28,0.9691543
db7022ff,0.0035125099
0dfb45d9,0.7445287
81c983aa,7.65125e-06
a98fb5e1,0.8976771
99e004d7,0.96635836
d16e5fbb,0.87147766
3c352f9e,0.50982565
12202699,0.82439333
86af0236,0.689661
f3703e6f,0.664815
4a71dc34,0.70359856
321edcdc,0.94779813
e365a657,0.99998
45755c9c,0.06541493
873b0829,0.31249586
72ccd009,0.9997837
205243d9,0.7739009
d9202f36,0.013853293
9d0c30b0,0.6356109
56644ace,0.3277489
c63f527f,0.7757288
bb84b9bd,0.78405386
6f68caf0,0.82296485
8492119b,0.9999989
71bde48d,0.9333151
d2d6e2ba,0.7730355
6f4b309c,0.72913444
b3cc5ba3,0.9067992
fee39547,0.76986283
4893137a,0.88142407
e283c4c4,0.9661382
25bac62b,0.70898676
8fd88dd6,1.809668e-06
b48c104e,0.5455879
221d500b,0.36555925
8f0de087,0.04553162
32342e03,0.06798577
a8da99d8,1.0
93203755,0.7140676
d3c88528,0.8888111
0d7a17b3,0.0066818916
bd72f5ec,0.99340266
e953c0fd,0.82136554
e730b6c6,0.9108645
c086033a,0.121098995
a521d303,0.011075822
b023957a,0.9086452
3e0f04e8,0.98192906
60647cba,7.2059675e-10
2f5c43a8,0.5656938
b54ba69b,0.664883
eac962ff,0.8296142
7e2a3763,0.00014116912
9362d863,0.25787178
8f1b833c,0.7007777
79727ff5,0.99763703
62614c75,0.63755625
75a03adf,0.9959592
cf138392,0.84766763
bf467a96,0.0005306357
c8b34651,0.8324883
105a5c54,3.3452673e-06
bf6de75c,0.16978662
060702c8,0.9195138
921bad2c,0.8216349
e0d17eb0,0.4787955
9a3825c9,0.6828535
8eda717f,0.00041157473
78906e0c,0.99531144
c60100ad,0.9171361
90a72a52,0.82859117
d80e4ed4,0.9341176
339cd0d2,0.0026945674
d99de899,0.68772614
357e20d1,1.0
a4d190da,0.950475
bd226217,0.9590389
476e2771,0.96127814
4e483506,0.88716036
f70ea081,0.9191761
4645e56f,0.9876167
e6d05940,0.8593821
f8b3c6af,0.7935045
c89d6aad,0.89301276
0cb57f6e,0.7547935
86a4be46,0.8123681
75e62d7e,1.0
ebc36374,0.9548352
0ebcb731,0.7081545
24d000c5,0.9947936
f3c9a4f6,0.66117626
1bc59730,0.0006090266
47ea0bff,0.7876453
cdeccfdd,0.0006712151
15e09a1d,0.2905942
00652788,0.24707206
23649c84,0.84394175
91188a77,0.13713856
eaca8580,0.9356076
4ce9daeb,0.7216488
d4220673,0.55950516
b6a87aef,0.8287504
8333ebed,0.72140163
950a3453,0.9999831
7074f6c9,0.68365914
98a02caf,0.078694746
59c8d2b3,0.91807705
d99d13bd,0.88340807
de86f1cf,0.8976403
8f4b1985,0.94364727
a7779b04,0.6018583
2caeab11,0.8292571
16aeea7c,0.15383129
b9d19ab9,0.71825606
29c5d2fd,0.96015257
efcefa55,0.5971927
099161c3,0.7615842
12b49195,1.0
96a1ce13,0.7521518
67964b4f,1.0
b61c605c,0.7383392
bcfc0f16,0.3244783
bf0cb956,0.00010476113
12f6aa7d,0.6377366
f36f3a0c,0.9999896
83490492,0.61336964
e3b62b60,0.14466222
20b27d66,0.99861944
25c3ce93,0.85853314
67a2ff0b,0.7140205
9b2d3c1a,0.88408774
8ad51f7d,5.4809884e-06
14137b57,0.7374299
9ea5aa79,5.9096084e-07
5ea1d2dd,0.0016447518
979c867e,0.66447484
7ea1e1b6,0.9586642
d65520ba,0.008519541
765ad2e2,0.7063052
d2957326,0.7316107
24349e24,0.99999976
fd8a2ae3,0.021960607
b282d98e,0.837435
3eaa7a61,0.030959647
16533dd4,0.9288385
4adb68d7,0.88726246
565005b9,0.33640942
51d86e0c,0.81796604
30635642,4.20117e-05
d9480a60,0.99998283
b2647128,0.69494635
20478c55,0.9573456
caa0d105,0.23091118
474f4534,0.6067867
d51e3867,0.89893955
e5d1bba7,0.40732318
e7000b2a,0.0015885654
78f06b79,0.99999976
8a9f4bee,0.7264403
3d716bbe,0.78133327
6e1ddef1,0.00022810764
9826f39a,0.00041793624
3fdc82f7,0.60075754
31f013c3,0.5079847
97a9df6d,0.65165263
10e65294,0.26384953
0bdca1a5,0.3328
374037fa,0.13486677
1d1a0cec,0.69497055
d415c5ad,0.03302481
ced1306d,0.0007835904
f43497f3,0.12843949
ffd13a9e,0.9278201
6f67148e,0.94442016
be322b68,0.97046566
af209b44,0.049071446
69b53a4a,0.6514337
4c085180,0.037453804
608cea18,0.79467905
f8bebbfd,0.6501778
ae16855d,1.0473308e-09
dfc700b3,0.94807434
e3bdd9ac,0.84692067
87a8ea20,0.45606348
3c3da9aa,0.7930205
76c882d6,0.0027172198
9e429645,0.7229158
7dc9c990,2.3642027e-05
f38d53ef,0.7126619
e1785b6e,0.01103576
80c673fb,0.88879395
a8b8c20b,0.70624024
6a1ff150,0.82134706
2f68d4fe,0.8902881
c462ec65,0.9721725
c374d5c4,0.9352302
d20769b3,0.29607588
c467fe4d,0.011486564
1356229e,0.23968568
b1532127,0.7685469
3777ee22,0.9763164
4ba6023f,0.85564226
08504ae6,0.60276717
5e0b4cc5,0.9999236
249a0c1f,0.97122127
24b3497f,0.98536587
9edcf494,1.7142655e-05
53297290,0.32531476
6d3a269e,0.8266205
1b0d38fc,4.0042265e-05
02747427,0.395972
38867253,0.83862305
c392dbd0,0.70971775
8939734c,7.511364e-07
097ba3af,1.3898321e-20
30f0f835,0.92466
bdab1bcf,0.7242896
1070a984,0.9027285
c41b8a90,0.77692425
86a3b5cc,0.52158844
d0a3719e,0.79458684
b1a8067b,0.73663366
911bc6aa,0.9765058
67a2d0ac,0.9589625
11447262,0.9489437
12fd1375,1.7406432e-05
f2898538,0.17321388
0e7355e2,1.9646603e-08
bc2c87c8,0.9946247
94001156,0.03286297
d5855224,0.70228595
a3c1a552,0.3485902
edcf54fa,0.0059383973
a28b90eb,0.70444363
63cd028f,0.0061954176
dbc79657,0.21110074
bc856bf1,0.97123736
c7e25a70,0.8537387
9771b119,0.04402702
836db0d9,0.26879925
f5685d3e,0.59777147
bb04299d,0.9317754
163a9d23,0.9289061
5283c614,2.5938276e-11
2276d5d8,0.90828574
ccb77e34,0.9999993
d4a75bf3,0.99461764
e15f46ea,0.9252444
992a45ba,0.24633901
056e7768,2.3127045e-14
a1dc016b,0.6951699
38db82cd,0.0035348313
3295f3ae,0.050613277
a6ff3660,0.9320738
5981b799,0.9450909
2636d79d,0.2760143
7a8521e2,1.0620533e-06
9b53021d,0.15851447
0a37be18,0.9406854
a8676e55,0.94050217
3488b8fc,0.40592456
b86d4006,0.8224217
33888635,0.9614967
aa9ca5f9,0.996903
08faf0f6,1.3994006e-08
5320cd26,2.4340156e-05
2c57fdaa,0.42262706
d467ce62,0.9354604
888a568e,0.8514214
88d6c838,0.88230866
8f138517,0.61039424
e1108dc0,1.9511224e-09
9e9cd6c9,0.42065412
ab893af4,0.00018780226
4d4b30ba,0.7193164
7ce15e26,0.9994854
dbc45500,0.0006208479
6a0cde3f,0.9246015
2658014c,0.3830202
08d20604,0.0030428432
03c83dc9,0.0011126212
d741ccd1,0.30659726
992d48b6,1.1585406e-12
b1ea3253,0.8544725
da379e69,0.9999894
73b429af,0.95733196
2aefe712,0.95115924
1e3634f9,0.8489827
069ee09e,1.0
a7970f81,1.7226553e-08
23084d2e,5.9249977e-08
ac57710a,0.8312803
02553267,0.7004094
0971c6c7,0.99901485
cdb7f1fe,0.7930149
d3af3f60,0.33671403
59daf44b,0.5944693
c2169934,0.88395625
da03b56e,0.5847279
474ea404,0.4270728
f686cdc4,0.41132143
f865b354,0.030414341
106df554,0.7629745
e5637171,0.8533191
cba8985c,0.15031415
cc09c9ce,0.7970435
0b85b33f,0.84909505
92f20625,0.92780155
6b1379dd,0.87484545
ed2b1df1,0.99813616
325124e4,0.012995849
7455c944,0.9964322
fd68ccc1,0.81861424
8df9100d,0.757535
c406df9b,0.14846957
4978870c,4.098108e-13
383f95d6,0.10726424
aba96bbf,2.9469541e-08
6bba66b4,0.8298956
b86fa0c9,0.97290933
a2abc369,0.836742
0b40c014,0.010209357
d45add48,0.8765422
00193999,0.9420395
c2f1b710,0.92775923
53750c72,0.024850447
3137ef1d,0.8090098
bc6b8e2a,0.69295913
7cb546c6,0.9782495
d59a2349,0.98380536
04d04b9a,0.46192756
05ac1343,0.03646798
2917895f,6.0453633e-05
342a1d01,0.92289
78309e4b,0.9049231
5c1a5aba,0.00028792926
fae57f79,0.01948159
23821d71,0.5681251
5780b19d,5.583434e-09
11c67865,0.7134011
8564f114,0.8065759
ec7d0fdd,0.7584082
9a0446b8,4.359398e-06
5f5da69d,0.31689778
7a11839b,0.63856447
763c9bbf,2.946462e-10
15a7b5c5,0.036159765
e9c7e251,0.8559233
2555c207,0.71403104
ec8d9784,3.8747436e-05
08fd9d10,0.17786041
9504ae29,0.016384933
0b91a24d,0.317906
e62e6cfe,0.80398893
5d1291bb,0.75591314
b3c1f2e7,0.9743163
c6a8db21,0.6958218
f2c137fd,0.8834681
b61e8155,0.1280339
45b9ee35,0.3856255
8fe9c49b,0.9999858
b98ceb09,1.747079e-07
70c4a435,0.3961761
d953d111,0.7526003
da7de86e,0.7171819
519f8611,0.82335496
75eefdc3,0.095657445
62412092,0.5346673
de8ec010,0.29326367
ee6121f8,0.8348331
412b66e0,0.6606547
7405c131,0.7098405
efff4306,0.7365237
5658d679,5.4482713e-05
617f88fc,0.022237116
a120100b,0.005599112
0971369e,0.8771701
83f7fe7b,0.6351291
12437da1,1.2301895e-12
8e7f96a5,0.19157375
a08237de,0.00036602453
a013bd6f,0.99643135
c6fdd404,0.8640406
317e2af4,0.34570912
dd9878c0,0.9798623
42e76a51,0.98601544
022f77e3,0.8753883
cada3682,0.93943703
53074f1f,0.9875836
e6c19679,0.50949013
dfb69b8b,0.021640358
e1572941,0.9998134
8d549cd2,0.03908774
6913594d,0.75794643
6e528fd6,0.99840945
c8b037c7,0.000669212
c3b6c880,0.15000084
9684ac04,0.061034344
6d974acc,0.55835724
57b10462,0.3563751
b2373298,0.030661544
8e946e10,0.7681455
6acee7de,0.2603155
8ad7cc2f,1.5669348e-19
8e6e087e,0.566078
c3e46df5,0.002878927
f6983f34,0.45612136
8130a3aa,0.007793284
0f11be03,0.41865715
766073e1,0.58980757
e67f6889,0.8828775
148a0930,0.38496563
b333ff97,0.6993462
1c148a28,0.7972272
ee0b02d7,0.8612521
fa1c5f6d,0.9186013
9b12ae1f,0.0005503753
3bb60b1b,0.8751328
096e7594,0.8932049
ac98996a,0.45248964
1b7b9b9d,0.61340684
61b2ac6f,0.8544203
2bd414a8,0.5762174
73d12826,0.13105446
29f7ec33,0.030887634
265f8aa8,0.9296695
0d6be675,0.29762885
a00ecdf6,0.9817076
c414328a,1.1068074e-09
d47de87e,0.88756543
376f984f,0.8712289
12a35aa5,0.52352834
8ecfd739,0.0015548171
2cbc30f4,0.98362017
aa4bdf31,0.54282516
69d18f51,0.88656634
50cd4394,5.84823e-13
bda732e1,0.7664063
8e77e385,0.2520067
49dfd51a,0.86870086
b0a3e728,0.13216381
518061ec,0.30555078
bb306c8c,0.008960166
1b2cf099,0.027967164
e7c405e4,2.4432155e-05
1fc79c9d,0.96036273
3427cd60,0.9607778
8fc604cd,0.9932609
0981acfd,7.574843e-05
512e9c5c,0.7138263
ae9f2426,0.011405939
a8cd44c8,0.852718
acac91c3,0.9920386
35988937,0.80779564
2a2dd539,0.38129786
3f971e0a,9.756059e-09
7e09131c,0.7591334
82726c59,0.73471844
ec4c3dbd,0.683473
2a851255,8.53454e-07
2cebdab4,0.9471659
013b617b,0.74386305
21a8603a,0.38616267
fe2f2579,0.9065396
df069a3d,0.798382
595f7f57,0.779273
081bdb0a,6.7962495e-14
6f8e7b3a,0.7892597
d1824fe1,1.4404417e-12
3ddc6778,0.71103084
57e4244d,0.79347146
18e2e176,0.0013347466
7394cdbc,0.9273552
19821b41,1.0
12e9563c,0.91806746
b96c9ed9,0.93923956
096d9c1b,0.9731399
97454a30,0.85039175
43b6c5d3,0.8555134
2c58bcc5,1.0
0c71dc02,0.6816503
f7cd79b0,0.8232563
922ec513,0.0016933605
561b6b2c,0.65206605
32913f04,0.69715977
77aad507,0.20322675
d62d5a9c,0.053960733
be70bb3d,0.76345575
84920252,0.7062275
b9623d93,0.98823816
ba925eca,0.07268794
181ecadf,0.5812924
6fbcc9e2,0.6946675
57d5b182,0.8210829
d3013a36,0.99642193
21cafb54,0.6726762
d1a6cc74,5.1702427e-11
c4017d47,0.0119234165
22e05854,0.021158215
7eb53ec8,0.83443695
c77a806d,0.8776087
c114c951,0.96052814
71495521,0.49368158
98bb1260,0.6334357
546ec108,0.66688883
78f39102,0.013475938
26b6379a,0.87177354
8cb14c23,0.98224306
75892ee1,0.25041735
3d31d65f,0.00899989
30784a7a,0.983982
efba2a23,0.9638141
9fcb2c5a,1.4165567e-10
9910ee7e,0.001331793
dc97b587,0.10183652
7732ca72,0.991026
c4bac1f1,0.7067138
a80ddf30,3.059929e-10
fe79c536,0.019493466
84e34259,0.99666166
7db3b563,0.0009742694
5e946e6e,0.8780003
76881bf4,0.7753819
7c606237,0.5024916
7aa06d7d,0.72808236
0d035cbc,0.9957117
0838e69f,0.009664989
f6715e39,0.9409724
499004bb,0.788952
4cefc9ec,1.0536671e-15
ded95f0a,0.97699
073112c9,0.016360482
96cb4df4,9.203134e-10
0962de0b,0.8512842
cea18b7b,0.88971335
75463cb0,0.54272234
4a59c201,0.5543808
29d46646,0.62118727
e6134ca4,0.7219709
445ae936,0.9528178
420d8dda,0.9546473
bae1b5b1,0.048531376
9f49327e,0.58993584
18b52f62,0.9310004
b02bb341,0.0014911806
e5be8689,0.00013253356
b5b85b95,0.0004946681
b94f72e3,0.00018337078
a79114fd,0.0002295741
502ffafa,0.9855283
b8e274d7,0.770996
e37f8f63,3.5938274e-06
c8a5c9d9,0.97033834
d574bf84,0.79721487
88bc1b71,0.9383016
3261e3ee,0.9307875
e65424cf,0.9973736
706d2090,2.8519146e-08
94d4c49c,0.6701215
51ba3d48,0.56517184
fdd4c395,0.88667005
12eed563,0.3874308
f93627e8,0.9801553
df51a7cd,0.88222396
c84092af,0.24990782
514a25a2,0.00015336412
5d421481,0.8133344
d3859efd,0.76009023
eb024725,0.9947694
0d8537a5,0.57840943
fe708ff7,0.8121204
1790bbf0,0.020303091
8a30487e,0.94366276
70a01d16,0.95299566
89bb7fca,0.7395626
398c1300,0.0015784522
41b43c73,0.04828727
72d2839a,0.9985368
beeb98cf,0.00010687777
c409f194,0.43022543
0c654278,0.9999068
fb155295,0.7451876
103d1e1d,0.9351694
6c755ff3,4.8760702e-14
3722a062,0.6853081
90611922,0.65662843
77b432f1,0.97074515
ccf53246,0.8437716
4c52089f,0.606689
81e05676,0.17262727
732c51d0,0.17116845
b60c6094,0.88717896
2e9db48a,0.9702051
68cdc732,9.5566675e-06
e1f9dbd9,0.6884112
31fd12b9,0.65335137
72bd3e45,0.6160461
84e2f1ab,0.8188186
b4b6d3d0,0.0955744
874d507a,0.8596999
44775bac,0.92927825
83dfaf91,0.8777067
a9a1cc1e,6.389109e-08
227de452,1.3644121e-20
14519bcf,0.9999982
970a9821,0.69998664
e84230ac,1.0
550e4ebc,0.076032914
5e98d635,1.3109594e-05
667d386b,0.80847204
503fefff,0.9833466
08bcb429,0.9079371
90c293d2,0.04164152
bbc84c36,0.7359163
3facaac6,0.007206222
e8d1bc63,0.27212337
0ba50202,0.57018226
9d947517,4.4963817e-15
e084ed8f,0.006764104
7051b370,0.9988908
910f551e,0.22092004
8d238915,0.90581876
e7238f30,1.0395753e-06
a658f1ba,0.17077436
0b4e7093,0.89997584
4d59af79,0.6836091
99a7b417,0.5806127
e5798365,0.94892985
078c699f,0.80412585
b2cd6017,0.7019326
89b3960f,0.9744776
104d981d,0.89315647
05e410e9,0.67632985
44556da6,0.15506954
207e5145,0.902364
390ddfc0,0.36982828
2e82728f,0.95713764
4245d2cc,0.9983394
d43a187c,0.65455896
52b60236,0.76979804
cc22996f,0.6085368
bf08f16a,1.0
47dea2c3,0.60764813
22ac0bab,0.8904781
49c670ad,0.99999976
1040e727,0.9984938
f39933c4,0.99669975
30474ea4,0.80431986
73978670,0.7463944
527ad437,0.9484802
78f83e41,0.67348146
12921cf8,0.89824224
b960192b,0.999871
9dfaf61b,3.2082678e-08
cec954d2,7.0328845e-09
00bb437f,0.89971405
06458d98,0.42022428
37ba4455,0.0073267207
2feeeaf3,0.9677881
06c83a48,2.5676465e-05
dfe4fd55,4.911288e-07
0b7fb9da,0.000885626
52d1ae5f,2.7046231e-05
0ef51267,0.91813296
0d9822ce,0.8849244
bcad7099,1.6610885e-07
a26a7454,0.39278805
93b7cc9d,0.71023655
dcd0ddc6,0.9977665
16655d5c,0.7575268
2a6150ae,0.9594609
601fa9bc,0.16548844
3644a31b,0.814636
396254ec,0.5793336
b01bf536,0.67661417
ff13313c,0.8743957
18c308c7,0.8078466
50b69cc6,0.9988398
76bd6e6a,0.1862797
74c587bb,0.9936702
11b26a63,0.78191453
bf2bc384,0.89260566
075634d5,2.1914946e-08
7b1e388b,0.00031144673
8eb02fc2,0.902056
5b09ed4a,0.99510527
371b935e,0.8626281
7a1cbaab,0.57083786
c5c72595,0.8688844
c5ea95c0,0.5845475
a5b61d35,0.00018659547
2c252c46,0.7954622
7d8e52d9,0.3229341
13fe65d5,0.84014285
a3d2abc6,0.79037285
9248daa9,0.7430687
605470fc,0.48200396
38717ccd,0.92245495
1144cbd0,0.9008972
6d32e09b,0.80519533
89b138f7,2.014324e-10
a83f69a4,0.030548884
68b7f89d,0.77376544
a0998397,0.6679929
7e20006f,1.2155999e-12
93b12419,0.85677993
475c5a35,0.39102712
67f42c90,0.6040349
45a114e0,0.135284
41a59ee9,0.6874344
6c2c6a39,0.65180665
9f840a7d,1.9133401e-13
2ad5ee96,0.9984732
cb8b875e,0.8770536
2283d088,0.07207316
545f8210,5.4793476e-09
7eeed38a,0.8495089
be77b9e7,0.00043417292
16ec40a3,0.96035767
b7e74bcf,0.8045515
8a36acfd,0.63697374
d2e5b493,0.9785745
bd88797b,1.44148835e-05
78566a26,0.0014978723
32449528,0.5905605
5f6ffdad,0.2296483
38bdc33c,0.7592527
